TXNAME	GENEID
FBtr0342942	FBgn0265958
FBtr0079076	FBgn0016660
FBtr0343225	FBgn0016660
FBtr0329835	FBgn0263866
FBtr0329836	FBgn0263867
FBtr0310358	FBgn0261963
FBtr0079093	FBgn0261963
FBtr0345552	FBgn0266825
FBtr0079094	FBgn0031707
FBtr0329966	FBgn0031707
FBtr0329967	FBgn0000318
FBtr0329968	FBgn0000318
FBtr0079095	FBgn0000318
FBtr0079096	FBgn0031711
FBtr0343257	FBgn0031711
FBtr0301318	FBgn0051989
FBtr0079097	FBgn0051989
FBtr0079098	FBgn0051648
FBtr0079099	FBgn0051915
FBtr0346460	FBgn0002525
FBtr0079100	FBgn0002525
FBtr0307059	FBgn0002525
FBtr0307058	FBgn0002525
FBtr0307060	FBgn0031717
FBtr0307062	FBgn0031717
FBtr0307063	FBgn0031717
FBtr0079101	FBgn0031717
FBtr0307061	FBgn0031717
FBtr0331675	FBgn0031717
FBtr0079102	FBgn0031717
FBtr0307064	FBgn0031717
FBtr0079103	FBgn0031719
FBtr0079104	FBgn0031721
FBtr0079106	FBgn0004620
FBtr0089577	FBgn0020429
FBtr0079108	FBgn0041719
FBti0063169-RA	FBti0063169
FBtr0079109	FBgn0031724
FBtr0343242	FBgn0266030
FBti0063171-RA	FBti0063171
FBtr0304351	FBgn0262256
FBtr0472770	FBtr0472770_df_nrg
FBtr0304352	FBtr0304352_df_nrg
FBtr0304489	FBgn0262321
FBtr0304490	FBtr0304490_df_nrg
FBtr0472771	FBtr0472771_df_nrg
FBtr0304317	FBgn0262239
FBtr0304318	FBtr0304318_df_nrg
FBtr0472772	FBtr0472772_df_nrg
FBtr0304232	FBgn0262200
FBtr0304233	FBtr0304233_df_nrg
FBtr0472773	FBtr0472773_df_nrg
FBtr0304514	FBgn0262333
FBtr0304515	FBtr0304515_df_nrg
FBtr0472774	FBtr0472774_df_nrg
FBtr0304325	FBgn0262243
FBtr0304326	FBtr0304326_df_nrg
FBtr0472775	FBtr0472775_df_nrg
FBtr0079110	FBgn0031728
FBtr0079111	FBgn0031728
FBtr0079112	FBgn0031728
FBtr0302949	FBgn0031729
FBtr0305128	FBgn0031729
FBtr0343385	FBgn0031729
FBtr0343386	FBgn0266066
FBtr0343389	FBgn0031730
FBtr0343387	FBgn0031730
FBtr0343388	FBgn0031730
FBtr0302950	FBgn0031730
FBtr0343390	FBgn0266065
FBtr0343391	FBgn0054011
FBtr0079134	FBgn0024191
FBtr0345545	FBgn0024191
FBtr0079135	FBgn0031736
FBtr0332554	FBgn0031736
FBtr0079136	FBgn0031735
FBtr0332036	FBgn0051912
FBtr0340166	FBgn0051912
FBtr0079138	FBgn0051913
FBtr0079139	FBgn0031740
FBtr0306841	FBgn0031741
FBtr0344769	FBgn0031741
FBtr0342609	FBgn0031741
FBtr0342610	FBgn0265786
FBtr0342611	FBgn0265787
FBtr0306842	FBgn0262999
FBtr0330222	FBgn0085410
FBtr0342612	FBgn0085410
FBtr0112619	FBgn0085410
FBtr0330221	FBgn0085410
FBti0063172-RA	FBti0063172
FBtr0342613	FBgn0265785
FBtr0344575	FBgn0262814
FBtr0344574	FBgn0262814
FBtr0079143	FBgn0031746
FBtr0342615	FBgn0031746
FBtr0342616	FBgn0265789
FBtr0079144	FBgn0043362
FBtr0079145	FBgn0015381
FBtr0333245	FBgn0015381
FBtr0345553	FBgn0266826
FBtr0345555	FBgn0266827
FBtr0345554	FBgn0266827
FBtr0333228	FBgn0001128
FBtr0333229	FBgn0001128
FBtr0333230	FBgn0001128
FBtr0079148	FBgn0001128
FBtr0079146	FBgn0001128
FBtr0079147	FBgn0001128
FBtr0273412	FBgn0031752
FBtr0333231	FBgn0031752
FBtr0079171	FBgn0003980
FBtr0345439	FBgn0003980
FBtr0079172	FBgn0031757
FBtr0079174	FBgn0031758
FBtr0079173	FBgn0031758
FBtr0309286	FBgn0031758
FBtr0079176	FBgn0001942
FBtr0079175	FBgn0001942
FBtr0307068	FBgn0001942
FBtr0079178	FBgn0001942
FBtr0079177	FBgn0001942
FBtr0331201	FBgn0001942
FBti0063268-RA	FBti0063268
FBtr0079179	FBgn0001941
FBtr0332599	FBgn0001941
FBtr0113024	FBgn0031760
FBtr0307300	FBgn0031760
FBtr0332600	FBgn0031760
FBtr0332601	FBgn0264448
FBtr0079181	FBgn0031763
FBtr0343119	FBgn0051643
FBtr0079182	FBgn0051643
FBtr0079183	FBgn0031768
FBtr0079184	FBgn0031768
FBtr0343120	FBgn0031768
FBtr0346135	FBgn0031769
FBtr0079185	FBgn0031769
FBtr0079186	FBgn0031769
FBtr0343121	FBgn0031769
FBtr0079187	FBgn0031770
FBtr0300048	FBgn0085209
FBtr0343122	FBgn0031772
FBtr0079188	FBgn0031772
FBtr0343123	FBgn0031774
FBtr0343124	FBgn0031774
FBtr0079189	FBgn0031774
FBtr0079190	FBgn0031774
FBtr0079191	FBgn0031776
FBtr0343125	FBgn0031776
FBtr0079192	FBgn0266449
FBtr0343126	FBgn0266449
FBtr0302212	FBgn0266449
FBtr0308942	FBgn0031778
FBtr0343127	FBgn0265999
FBtr0344437	FBgn0266450
FBtr0344438	FBgn0266450
FBtr0344439	FBgn0266445
FBtr0079196	FBgn0266521
FBtr0333406	FBgn0266521
FBti0019127-RA	FBti0019127
FBtr0079198	FBgn0266521
FBtr0079197	FBgn0266521
FBtr0079199	FBgn0051642
FBtr0304908	FBgn0266521
FBtr0079200	FBgn0284255
FBtr0079201	FBgn0031784
FBtr0079202	FBgn0031785
FBtr0079203	FBgn0040950
FBtr0079204	FBgn0031786
FBtr0112617	FBgn0085409
FBtr0329979	FBgn0085409
FBtr0329980	FBgn0085409
FBtr0079242	FBgn0026755
FBtr0343397	FBgn0266070
FBtr0340169	FBgn0053531
FBtr0344771	FBgn0053531
FBtr0344770	FBgn0053531
FBtr0079243	FBgn0031791
FBtr0340167	FBgn0031791
FBtr0079247	FBgn0260452
FBtr0079249	FBgn0265778
FBtr0300038	FBgn0265778
FBtr0300039	FBgn0265778
FBtr0333242	FBgn0265778
FBtr0079250	FBgn0015623
FBtr0331224	FBgn0015623
FBtr0331223	FBgn0015623
FBtr0079251	FBgn0015623
FBtr0346719	FBgn0031803
FBtr0343150	FBgn0266004
FBti0019128-RA	FBti0019128
FBtr0079253	FBgn0031805
FBtr0290281	FBgn0043854
FBtr0344864	FBgn0043854
FBtr0079255	FBgn0031808
FBtr0343151	FBgn0031811
FBtr0079256	FBgn0031811
FBtr0079257	FBgn0263278
FBti0063674-RA	FBti0063674
FBti0059767-RA	FBti0059767
FBtr0079259	FBgn0031815
FBtr0079258	FBgn0031815
FBtr0344764	FBgn0031820
FBtr0079260	FBgn0031820
FBtr0079261	FBgn0027496
FBtr0079262	FBgn0051638
FBtr0113411	FBgn0051638
FBtr0079286	FBgn0031826
FBtr0343155	FBgn0051637
FBtr0079287	FBgn0051637
FBtr0343156	FBgn0266002
FBtr0343157	FBgn0031830
FBtr0079288	FBgn0031830
FBtr0079289	FBgn0031831
FBtr0079290	FBgn0263916
FBtr0343158	FBgn0263916
FBtr0079291	FBgn0031836
FBtr0079292	FBgn0031836
FBtr0079293	FBgn0031836
FBtr0343863	FBgn0266218
FBtr0112553	FBgn0085374
FBtr0303224	FBgn0286898
FBtr0079295	FBgn0286898
FBtr0343864	FBgn0286898
FBtr0079297	FBgn0028467
FBtr0346452	FBgn0000392
FBtr0346453	FBgn0085339
FBtr0290322	FBgn0000392
FBtr0333516	FBgn0085339
FBtr0112506	FBgn0085339
FBtr0347411	FBgn0085339
FBtr0079299	FBgn0031851
FBtr0079300	FBgn0046704
FBtr0329943	FBgn0046704
FBtr0079301	FBgn0046704
FBtr0329942	FBgn0046704
FBtr0329941	FBgn0046704
FBtr0300056	FBgn0031853
FBtr0079303	FBgn0031855
FBtr0339237	FBgn0031855
FBtr0079336	FBgn0031858
FBtr0332335	FBgn0031858
FBtr0079337	FBgn0031858
FBtr0479870	FBgn0263585
FBtr0079338	FBgn0051631
FBtr0079339	FBgn0031860
FBtr0309812	FBgn0031860
FBtr0334840	FBgn0264890
FBtr0345446	FBgn0051632
FBtr0079341	FBgn0051632
FBtr0079342	FBgn0017551
FBtr0079343	FBgn0086451
FBtr0343866	FBgn0266219
FBtr0345755	FBgn0266219
FBtr0307033	FBgn0031866
FBti0019129-RA	FBti0019129
FBtr0079344	FBgn0031866
FBtr0343867	FBgn0031866
FBtr0304243	FBgn0262205
FBtr0304244	FBtr0304244_df_nrg
FBtr0472776	FBtr0472776_df_nrg
FBtr0332324	FBgn0031868
FBtr0079345	FBgn0031868
FBtr0301403	FBgn0004838
FBtr0079346	FBgn0004838
FBtr0307032	FBgn0004838
FBtr0307031	FBgn0004838
FBtr0079347	FBgn0004838
FBtr0307030	FBgn0004838
FBtr0301404	FBgn0004838
FBtr0079348	FBgn0004838
FBtr0306284	FBgn0262877
FBtr0347283	FBgn0262877
FBtr0079349	FBgn0020616
FBtr0079350	FBgn0031875
FBtr0079351	FBgn0031877
FBtr0343774	FBgn0031877
FBtr0079352	FBgn0021944
FBtr0346584	FBgn0021944
FBti0063690-RA	FBti0063690
FBtr0305347	FBgn0262616
FBtr0339662	FBgn0265414
FBtr0306925	FBgn0263026
FBtr0306926	FBgn0263027
FBtr0079388	FBgn0003046
FBtr0079389	FBgn0031881
FBtr0089640	FBgn0031883
FBtr0344708	FBgn0031883
FBtr0344709	FBgn0031883
FBtr0344710	FBgn0031883
FBtr0344712	FBgn0031883
FBtr0089636	FBgn0031883
FBtr0344711	FBgn0031883
FBtr0306228	FBgn0262872
FBtr0306229	FBgn0262872
FBtr0306231	FBgn0262872
FBtr0306233	FBgn0262872
FBtr0306232	FBgn0262872
FBtr0306230	FBgn0262872
FBtr0079402	FBgn0031885
FBtr0079401	FBgn0031885
FBtr0110978	FBgn0031885
FBtr0079403	FBgn0266666
FBtr0289952	FBgn0031887
FBti0063691-RA	FBti0063691
FBtr0347474	FBgn0267915
FBtr0342653	FBgn0265823
FBtr0347490	FBgn0267929
FBtr0079405	FBgn0031893
FBtr0113028	FBgn0031893
FBtr0344055	FBgn0266324
FBtr0332003	FBgn0264343
FBti0063710-RA	FBti0063710
FBtr0300459	FBgn0051909
FBtr0300460	FBgn0051909
FBtr0079432	FBgn0284084
FBtr0334800	FBgn0031902
FBtr0303251	FBgn0031902
FBti0019131-RA	FBti0019131
FBtr0481634	FBgn0031903
FBtr0079436	FBgn0002938
FBtr0334836	FBgn0002938
FBtr0079437	FBgn0002938
FBtr0334835	FBgn0002938
FBtr0079438	FBgn0031905
FBtr0334837	FBgn0264888
FBtr0302587	FBgn0031907
FBtr0345288	FBgn0031907
FBtr0079439	FBgn0031907
FBtr0079440	FBgn0031907
FBtr0334838	FBgn0031907
FBtr0347484	FBgn0267924
FBtr0079441	FBgn0031908
FBtr0332522	FBgn0031908
FBtr0079442	FBgn0031910
FBtr0308610	FBgn0028387
FBtr0079443	FBgn0028387
FBtr0332523	FBgn0028387
FBtr0332524	FBgn0264439
FBtr0332525	FBgn0264439
FBtr0304472	FBgn0262453
FBtr0472718	FBtr0472718_df_nrg
FBtr0304473	FBtr0304473_df_nrg
FBtr0304497	FBgn0262458
FBtr0304498	FBtr0304498_df_nrg
FBtr0472743	FBtr0472743_df_nrg
FBtr0079444	FBgn0283658
FBtr0332526	FBgn0283658
FBtr0332527	FBgn0283658
FBtr0332528	FBgn0283658
FBtr0332529	FBgn0283658
FBtr0079445	FBgn0283658
FBtr0079446	FBgn0031914
FBtr0332530	FBgn0031914
FBtr0079447	FBgn0031914
FBtr0079448	FBgn0031914
FBtr0332531	FBgn0031914
FBtr0301152	FBgn0031914
FBtr0344858	FBgn0031914
FBtr0079449	FBgn0031918
FBtr0330720	FBgn0031918
FBtr0301125	FBgn0031920
FBtr0079451	FBgn0031920
FBtr0334845	FBgn0264891
FBtr0347292	FBgn0267732
FBtr0335485	FBgn0083141
FBtr0079470	FBgn0083141
FBtr0345778	FBgn0266910
FBtr0079471	FBgn0031925
FBtr0079472	FBgn0031926
FBtr0335486	FBgn0031926
FBtr0343251	FBgn0266034
FBtr0343252	FBgn0266035
FBtr0079474	FBgn0040299
FBtr0079473	FBgn0040299
FBtr0079476	FBgn0040299
FBtr0079475	FBgn0040299
FBtr0306288	FBgn0262880
FBtr0079477	FBgn0041181
FBtr0079478	FBgn0267326
FBtr0089297	FBgn0012018
FBtr0079479	FBgn0267326
FBtr0347303	FBgn0267743
FBtr0079481	FBgn0031941
FBtr0346498	FBgn0267282
FBtr0347188	FBgn0267689
FBtr0347187	FBgn0267689
FBtr0347190	FBgn0267689
FBtr0475046	FBgn0267689
FBtr0347189	FBgn0267689
FBtr0079485	FBgn0031945
FBtr0343400	FBgn0031945
FBtr0079486	FBgn0003961
FBtr0079487	FBgn0031946
FBtr0343401	FBgn0031946
FBtr0079488	FBgn0031947
FBtr0343402	FBgn0266072
FBtr0343415	FBgn0031951
FBtr0079489	FBgn0031951
FBtr0301329	FBgn0031951
FBtr0079490	FBgn0261800
FBtr0079491	FBgn0261800
FBtr0331234	FBgn0027515
FBtr0331235	FBgn0027515
FBtr0079523	FBgn0027515
FBtr0079524	FBgn0027515
FBtr0331236	FBgn0027515
FBtr0343416	FBgn0004177
FBtr0343417	FBgn0004177
FBtr0079525	FBgn0004177
FBtr0079526	FBgn0031954
FBtr0308065	FBgn0040099
FBtr0343418	FBgn0040099
FBtr0079528	FBgn0011861
FBtr0110879	FBgn0083968
FBti0019134-RA	FBti0019134
FBti0019135-RA	FBti0019135
FBtr0300185	FBgn0031968
FBtr0300184	FBgn0031968
FBtr0079531	FBgn0031968
FBtr0306336	FBgn0031968
FBtr0344062	FBgn0266331
FBtr0343382	FBgn0031971
FBtr0079532	FBgn0031971
FBtr0079533	FBgn0031975
FBtr0079534	FBgn0031975
FBti0019136-RA	FBti0019136
FBti0019137-RA	FBti0019137
FBtr0079535	FBgn0031977
FBtr0333095	FBgn0031977
FBtr0306000	FBgn0044323
FBtr0333096	FBgn0044323
FBtr0079538	FBgn0044323
FBtr0079537	FBgn0044323
FBtr0079536	FBgn0044323
FBtr0079539	FBgn0044323
FBtr0306001	FBgn0044323
FBtr0079540	FBgn0031979
FBtr0344788	FBgn0031981
FBtr0344789	FBgn0031981
FBti0063762-RA	FBti0063762
FBtr0079542	FBgn0010287
FBtr0345451	FBgn0266795
FBtr0079566	FBgn0261822
FBtr0079567	FBgn0261822
FBtr0079569	FBgn0261822
FBtr0079568	FBgn0261822
FBtr0079570	FBgn0261822
FBtr0079572	FBgn0261822
FBtr0079571	FBgn0261822
FBtr0079574	FBgn0261822
FBtr0332498	FBgn0261822
FBtr0079573	FBgn0261822
FBtr0079575	FBgn0031986
FBtr0079576	FBgn0031988
FBtr0339671	FBgn0031988
FBtr0339672	FBgn0263256
FBtr0330321	FBgn0263256
FBtr0079577	FBgn0051606
FBtr0344862	FBgn0263256
FBtr0308298	FBgn0263256
FBtr0308299	FBgn0263256
FBtr0079581	FBgn0261064
FBtr0335175	FBgn0264953
FBtr0335176	FBgn0264953
FBtr0335177	FBgn0264953
FBtr0335178	FBgn0264953
FBtr0335179	FBgn0264953
FBtr0335180	FBgn0264953
FBtr0335181	FBgn0264953
FBtr0335182	FBgn0264953
FBtr0335183	FBgn0264953
FBtr0347414	FBgn0264953
FBtr0347415	FBgn0264953
FBtr0335185	FBgn0264947
FBtr0079586	FBgn0031996
FBtr0335190	FBgn0031997
FBtr0079587	FBgn0031997
FBtr0079588	FBgn0031997
FBtr0335191	FBgn0264950
FBtr0079589	FBgn0031999
FBtr0079590	FBgn0015299
FBtr0332414	FBgn0032001
FBtr0089935	FBgn0032001
FBtr0332415	FBgn0032002
FBtr0079593	FBgn0032002
FBtr0079594	FBgn0032003
FBtr0306547	FBgn0262943
FBtr0346906	FBgn0032008
FBtr0079595	FBgn0032008
FBtr0079596	FBgn0011902
FBtr0330691	FBgn0264083
FBtr0079597	FBgn0032013
FBtr0329934	FBgn0032013
FBtr0329935	FBgn0032013
FBtr0079598	FBgn0032014
FBtr0079599	FBgn0032016
FBtr0079600	FBgn0032018
FBtr0079601	FBgn0032020
FBtr0079602	FBgn0032022
FBtr0079603	FBgn0032022
FBtr0079604	FBgn0032023
FBtr0079605	FBgn0032024
FBtr0079606	FBgn0032025
FBtr0345779	FBgn0032025
FBtr0079607	FBgn0051901
FBtr0079646	FBgn0261437
FBtr0005088	FBgn0260439
FBtr0100533	FBgn0260439
FBtr0100535	FBgn0260439
FBtr0306102	FBgn0260439
FBtr0339789	FBgn0260439
FBtr0345734	FBgn0032029
FBtr0079648	FBgn0032029
FBtr0339790	FBgn0032029
FBtr0079649	FBgn0032029
FBtr0079650	FBgn0032030
FBtr0079651	FBgn0032032
FBtr0079652	FBgn0032034
FBtr0303472	FBgn0032034
FBtr0079653	FBgn0032036
FBtr0079654	FBgn0032036
FBtr0079655	FBgn0032036
FBtr0079656	FBgn0032036
FBtr0079658	FBgn0032036
FBtr0303467	FBgn0032036
FBtr0303468	FBgn0032036
FBtr0303469	FBgn0032036
FBtr0303470	FBgn0032036
FBtr0079657	FBgn0032036
FBtr0303471	FBgn0032036
FBtr0079659	FBgn0041717
FBtr0345737	FBgn0266882
FBtr0079660	FBgn0032039
FBtr0079661	FBgn0032040
FBtr0079662	FBgn0051898
FBtr0346708	FBgn0020497
FBtr0079663	FBgn0020497
FBtr0079667	FBgn0027932
FBtr0079664	FBgn0027932
FBtr0340239	FBgn0027932
FBtr0340240	FBgn0027932
FBtr0079665	FBgn0027932
FBtr0340241	FBgn0027932
FBtr0079666	FBgn0027932
FBtr0100268	FBgn0043002
FBtr0346117	FBgn0002887
FBtr0100473	FBgn0002887
FBtr0079673	FBgn0051897
FBti0019138-RA	FBti0019138
FBtr0079674	FBgn0285971
FBtr0332008	FBgn0285971
FBtr0303924	FBgn0262029
FBtr0079676	FBgn0053194
FBtr0303923	FBgn0262029
FBtr0079677	FBgn0051896
FBtr0332009	FBgn0264340
FBtr0309788	FBgn0263489
FBtr0079681	FBgn0032047
FBtr0308708	FBgn0263314
FBtr0079682	FBgn0032052
FBtr0079683	FBgn0032054
FBtr0333414	FBgn0032054
FBtr0333413	FBgn0032054
FBtr0079684	FBgn0032055
FBtr0333415	FBgn0032055
FBtr0079685	FBgn0016122
FBtr0333416	FBgn0016122
FBtr0333418	FBgn0028394
FBtr0079686	FBgn0028394
FBtr0079687	FBgn0028394
FBtr0079688	FBgn0028394
FBtr0079689	FBgn0028394
FBtr0333417	FBgn0028394
FBtr0079690	FBgn0051603
FBtr0303877	FBgn0011259
FBtr0303878	FBgn0011259
FBtr0079691	FBgn0011259
FBtr0329930	FBgn0011259
FBtr0303879	FBgn0011259
FBtr0329932	FBgn0011259
FBtr0329931	FBgn0011259
FBtr0079692	FBgn0051895
FBtr0079693	FBgn0051602
FBtr0079727	FBgn0001114
FBtr0307091	FBgn0001114
FBtr0079728	FBgn0051889
FBtr0079729	FBgn0051890
FBtr0079730	FBgn0260861
FBtr0344058	FBgn0266327
FBtr0079731	FBgn0032061
FBtr0339543	FBgn0032061
FBtr0079732	FBgn0032065
FBti0019755-RA	FBti0019755
FBtr0079733	FBgn0029123
FBtr0330210	FBgn0029123
FBtr0079734	FBgn0052986
FBtr0079735	FBgn0052987
FBtr0079736	FBgn0052988
FBtr0079737	FBgn0052983
FBtr0079738	FBgn0032072
FBtr0340257	FBgn0265587
FBtr0340258	FBgn0261630
FBtr0302995	FBgn0261630
FBtr0112648	FBgn0085427
FBtr0303892	FBgn0085427
FBtr0303893	FBgn0085427
FBtr0303890	FBgn0085427
FBtr0303891	FBgn0085427
FBtr0303894	FBgn0085427
FBtr0340259	FBgn0085427
FBtr0340260	FBgn0085427
FBtr0112649	FBgn0085427
FBtr0303889	FBgn0085427
FBtr0300289	FBgn0032074
FBtr0079754	FBgn0032074
FBtr0340261	FBgn0032074
FBtr0079755	FBgn0032075
FBtr0079756	FBgn0032075
FBtr0273420	FBgn0032075
FBtr0475050	FBgn0286875
FBtr0473604	FBgn0052985
FBtr0473605	FBgn0052984
FBtr0332186	FBgn0032082
FBtr0079759	FBgn0032082
FBtr0332187	FBgn0032082
FBtr0079760	FBgn0040963
FBtr0345450	FBgn0032085
FBtr0079761	FBgn0032085
FBtr0079762	FBgn0032086
FBtr0079763	FBgn0040964
FBtr0303880	FBgn0040964
FBtr0301665	FBgn0015316
FBtr0345312	FBgn0015316
FBtr0079765	FBgn0032087
FBtr0079766	FBgn0032088
FBtr0309842	FBgn0032088
FBtr0340591	FBgn0265676
FBtr0079767	FBgn0032094
FBtr0340592	FBgn0032094
FBtr0079768	FBgn0032095
FBtr0299873	FBgn0051609
FBtr0340593	FBgn0265675
FBtr0079770	FBgn0032096
FBtr0342661	FBgn0265828
FBtr0342662	FBgn0265826
FBtr0079771	FBgn0052982
FBtr0301039	FBgn0052982
FBtr0301040	FBgn0052982
FBtr0303888	FBgn0052982
FBtr0330218	FBgn0052982
FBtr0330219	FBgn0052982
FBtr0110960	FBgn0052982
FBtr0079773	FBgn0032100
FBtr0303871	FBgn0041092
FBtr0333405	FBgn0041092
FBtr0304974	FBgn0041092
FBtr0303870	FBgn0041092
FBtr0303872	FBgn0041092
FBtr0303873	FBgn0041092
FBti0063798-RA	FBti0063798
FBtr0079796	FBgn0267252
FBtr0303895	FBgn0267252
FBtr0079795	FBgn0267252
FBtr0346282	FBgn0267252
FBtr0330019	FBgn0267252
FBtr0079797	FBgn0267252
FBtr0309247	FBgn0267252
FBtr0336620	FBgn0267252
FBti0063799-RA	FBti0063799
FBtr0345963	FBgn0267012
FBtr0345964	FBgn0267013
FBtr0273186	FBgn0032109
FBtr0336622	FBgn0032109
FBtr0336623	FBgn0032109
FBtr0336624	FBgn0032109
FBtr0079799	FBgn0010314
FBtr0079800	FBgn0026439
FBtr0079801	FBgn0026439
FBtr0303876	FBgn0026439
FBtr0479804	FBgn0026439
FBtr0479805	FBgn0026439
FBtr0079802	FBgn0026439
FBtr0079803	FBgn0032110
FBtr0336625	FBgn0032110
FBtr0307098	FBgn0263082
FBtr0336626	FBgn0263082
FBtr0079805	FBgn0032111
FBtr0342858	FBgn0263323
FBtr0112374	FBgn0085210
FBtr0332596	FBgn0264447
FBtr0079806	FBgn0012036
FBtr0332597	FBgn0012036
FBtr0079807	FBgn0032116
FBtr0303896	FBgn0032116
FBtr0303897	FBgn0032116
FBtr0343428	FBgn0000640
FBtr0079808	FBgn0000640
FBtr0343429	FBgn0000640
FBtr0303932	FBgn0262036
FBtr0079809	FBgn0011232
FBtr0079810	FBgn0032119
FBtr0112375	FBgn0085211
FBtr0079821	FBgn0002973
FBtr0079822	FBgn0002973
FBtr0339526	FBgn0002973
FBtr0331293	FBgn0264269
FBtr0089853	FBgn0032120
FBtr0089854	FBgn0032120
FBtr0301064	FBgn0032120
FBtr0301065	FBgn0032120
FBti0064242-RA	FBti0064242
FBtr0079827	FBgn0032123
FBtr0079825	FBgn0032123
FBtr0079826	FBgn0032123
FBtr0079829	FBgn0032122
FBtr0079828	FBgn0032123
FBtr0079830	FBgn0032124
FBtr0079831	FBgn0032125
FBtr0079832	FBgn0032126
FBtr0273329	FBgn0032127
FBtr0079834	FBgn0032130
FBtr0079835	FBgn0032130
FBtr0303250	FBgn0032131
FBtr0079836	FBgn0032131
FBtr0079837	FBgn0019809
FBtr0079839	FBgn0040070
FBtr0079840	FBgn0040070
FBtr0079841	FBgn0032135
FBtr0302199	FBgn0032135
FBtr0079842	FBgn0032135
FBtr0303874	FBgn0032136
FBtr0300213	FBgn0053299
FBtr0303875	FBgn0053299
FBtr0335494	FBgn0286786
FBtr0079846	FBgn0286786
FBtr0079847	FBgn0011207
FBtr0335502	FBgn0032139
FBtr0079863	FBgn0032139
FBtr0079864	FBgn0032140
FBtr0335503	FBgn0032140
FBtr0079865	FBgn0270924
FBtr0079866	FBgn0283478
FBtr0345287	FBgn0283478
FBtr0335504	FBgn0283478
FBtr0079867	FBgn0032143
FBtr0079868	FBgn0032144
FBti0063900-RA	FBti0063900
FBtr0079869	FBgn0032147
FBtr0307204	FBgn0032147
FBtr0303447	FBgn0032149
FBtr0079870	FBgn0032149
FBtr0331283	FBgn0264266
FBtr0342836	FBgn0265912
FBtr0342837	FBgn0029174
FBtr0079872	FBgn0029174
FBtr0113031	FBgn0032153
FBtr0079874	FBgn0010520
FBtr0079875	FBgn0024285
FBtr0079876	FBgn0040064
FBtr0079877	FBgn0032160
FBtr0332505	FBgn0032160
FBtr0079878	FBgn0032161
FBtr0331631	FBgn0032161
FBtr0079879	FBgn0032162
FBtr0331632	FBgn0032162
FBtr0299965	FBgn0259712
FBtr0331633	FBgn0259712
FBtr0331634	FBgn0259713
FBtr0344106	FBgn0266359
FBtr0300550	FBgn0032166
FBtr0079883	FBgn0032166
FBtr0347040	FBgn0267611
FBtr0343737	FBgn0032169
FBtr0079884	FBgn0032169
FBtr0343738	FBgn0032170
FBtr0343739	FBgn0032170
FBtr0079885	FBgn0032170
FBtr0079886	FBgn0032170
FBtr0079887	FBgn0032170
FBtr0310481	FBgn0263766
FBtr0079888	FBgn0011272
FBtr0100164	FBgn0011272
FBtr0310482	FBgn0011272
FBti0019143-RA	FBti0019143
FBtr0079929	FBgn0000180
FBtr0329984	FBgn0000180
FBtr0343740	FBgn0043456
FBtr0079930	FBgn0043456
FBtr0303902	FBgn0043456
FBtr0343741	FBgn0011584
FBtr0079931	FBgn0011584
FBtr0305986	FBgn0011584
FBtr0079932	FBgn0011584
FBtr0079933	FBgn0032176
FBtr0079934	FBgn0027600
FBti0064247-RA	FBti0064247
FBtr0079935	FBgn0053301
FBtr0343742	FBgn0053301
FBtr0343743	FBgn0266168
FBtr0343744	FBgn0266169
FBtr0079936	FBgn0053302
FBtr0079937	FBgn0287720
FBtr0079938	FBgn0032178
FBtr0300423	FBgn0083945
FBtr0079943	FBgn0032187
FBtr0079944	FBgn0032187
FBtr0301684	FBgn0032188
FBti0064249-RA	FBti0064249
FBtr0343653	FBgn0005593
FBtr0079946	FBgn0005593
FBtr0343655	FBgn0266139
FBtr0343654	FBgn0266139
FBtr0445415	FBgn0032194
FBtr0079947	FBgn0032194
FBtr0445414	FBgn0032194
FBtr0079948	FBgn0250843
FBtr0343606	FBgn0250843
FBtr0079949	FBgn0032195
FBtr0079950	FBgn0032195
FBtr0079951	FBgn0032198
FBtr0079952	FBgn0032198
FBtr0079975	FBgn0004419
FBtr0079976	FBgn0004419
FBtr0344061	FBgn0266330
FBtr0079977	FBgn0051717
FBtr0333409	FBgn0051717
FBtr0079978	FBgn0010407
FBtr0089738	FBgn0032202
FBtr0089736	FBgn0032202
FBtr0089735	FBgn0032202
FBtr0089737	FBgn0032202
FBtr0079983	FBgn0259482
FBtr0079984	FBgn0032204
FBtr0079985	FBgn0032205
FBtr0079986	FBgn0260750
FBtr0344031	FBgn0266303
FBtr0344785	FBgn0266303
FBtr0079987	FBgn0032214
FBtr0079988	FBgn0032217
FBtr0079989	FBgn0032219
FBtr0079990	FBgn0032219
FBtr0079991	FBgn0032219
FBtr0331665	FBgn0032219
FBtr0079992	FBgn0032222
FBtr0333097	FBgn0032223
FBtr0079993	FBgn0032223
FBtr0333098	FBgn0032223
FBtr0079994	FBgn0019932
FBtr0079996	FBgn0051715
FBtr0310098	FBgn0051715
FBtr0079998	FBgn0032224
FBtr0310115	FBgn0032224
FBtr0079999	FBgn0032225
FBtr0080000	FBgn0032229
FBtr0332189	FBgn0032229
FBtr0080001	FBgn0003087
FBtr0332190	FBgn0003087
FBtr0080002	FBgn0032230
FBtr0302490	FBgn0032230
FBtr0080003	FBgn0032231
FBtr0332191	FBgn0032233
FBtr0080004	FBgn0032233
FBtr0332192	FBgn0032233
